.152.151.150.148.147.142.141.138.135.121.102.91.65,0
.152.151.150.148.147.142.141.138.135.121.102.91.67,0
.152.151.150.148.147.142.141.138.135.124,0
.152.151.150.148.147.142.141.138.135.124.62,0
.152.151.150.148.147.142.141.138.135.124.101,0
.152.151.150.148.147.142.141.138.135.124.101.8,0
.152.151.150.148.147.142.141.138.135.124.101.89,0
.152.151.150.148.147.142.141.138.135.124.101.89.0,0
.152.151.150.148.147.142.141.138.135.124.101.89.79,0
.152.151.150.148.147.142.141.138.135.124.101.89.79.63,0
.152.151.150.148.147.142.141.138.135.124.101.89.79.69,0
.152.151.150.148.147.142.141.140,0
.152.151.150.148.147.142.141.140.122,0
.152.151.150.148.147.142.141.140.122.51,0
.152.151.150.148.147.142.141.140.122.100,0
.152.151.150.148.147.142.141.140.122.100.66,0
.152.151.150.148.147.142.141.140.122.100.87,0
.152.151.150.148.147.142.141.140.122.100.87.49,0
.152.151.150.148.147.142.141.140.122.100.87.50,0
.152.151.150.148.147.142.141.140.136,0
.152.151.150.148.147.142.141.140.136.116,0
.152.151.150.148.147.142.141.140.136.116.80,0
.152.151.150.148.147.142.141.140.136.116.80.70,0
.152.151.150.148.147.142.141.140.136.116.80.73,0
.152.151.150.148.147.142.141.140.136.116.92,0
.152.151.150.148.147.142.141.140.136.116.92.3,0
.152.151.150.148.147.142.141.140.136.116.92.5,0
.152.151.150.148.147.142.141.140.136.119,0
.152.151.150.148.147.142.141.140.136.119.93,0
.152.151.150.148.147.142.141.140.136.119.93.24,0
.152.151.150.148.147.142.141.140.136.119.93.35,0
.152.151.150.148.147.142.141.140.136.119.115,0
.152.151.150.148.147.142.141.140.136.119.115.38,0
.152.151.150.148.147.142.141.140.136.119.115.83,0
.152.151.150.148.147.142.141.140.136.119.115.83.1,0
.152.151.150.148.147.142.141.140.136.119.115.83.14,0
